stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
000000000000000000c0,0000000000000000001m,00000000000000000058,000000000000000000d5,656,567,,http://www.crtm.es,0,,,0
000000000000000000hi,0000000000000000005g,00000000000000000053,0000000000000000005a,921,616,,http://www.crtm.es,1,,,1
000000000000000000ed,0000000000000000001f,000000000000000000gy,00000000000000000089,748,881,,http://www.crtm.es,2,,,2
000000000000000000de,0000000000000000004q,000000000000000000j4,000000000000000000eb,286,708,,http://www.crtm.es,0,,,0
0000000000000000009d,0000000000000000007j,000000000000000000c0,0000000000000000007l,382,246,,http://www.crtm.es,1,,,1
000000000000000000ne,0000000000000000006u,0000000000000000003p,0000000000000000000z,860,342,,http://www.crtm.es,2,,,2
000000000000000000re,0000000000000000003n,000000000000000000bz,000000000000000000cl,171,820,,http://www.crtm.es,0,,,0
000000000000000000ay,0000000000000000001r,0000000000000000002z,000000000000000000dx,419,131,,http://www.crtm.es,1,,,1
000000000000000000ff,0000000000000000005u,000000000000000000j9,0000000000000000000x,813,379,,http://www.crtm.es,2,,,2
000000000000000000gs,00000000000000000012,00000000000000000084,00000000000000000032,967,773,,http://www.crtm.es,0,,,0
000000000000000000ta,0000000000000000005i,000000000000000000ep,00000000000000000038,935,927,,http://www.crtm.es,1,,,1
000000000000000000ez,0000000000000000002v,000000000000000000hp,000000000000000000aw,103,895,,http://www.crtm.es,2,,,2
0000000000000000005a,00000000000000000007,000000000000000000bm,0000000000000000002u,669,63,,http://www.crtm.es,0,,,0
000000000000000000xf,00000000000000000052,0000000000000000001c,0000000000000000009g,250,629,,http://www.crtm.es,1,,,1
000000000000000000ps,0000000000000000000m,0000000000000000006n,000000000000000000f2,455,210,,http://www.crtm.es,2,,,2
000000000000000000uv,00000000000000000069,0000000000000000004g,0000000000000000003h,740,415,,http://www.crtm.es,0,,,0
000000000000000000rk,0000000000000000001w,0000000000000000003g,00000000000000000067,78,700,,http://www.crtm.es,1,,,1
000000000000000000kh,0000000000000000005f,0000000000000000005h,000000000000000000bb,503,38,,http://www.crtm.es,2,,,2
000000000000000000ck,0000000000000000000p,00000000000000000025,000000000000000000do,979,463,,http://www.crtm.es,0,,,0
000000000000000000du,0000000000000000004p,000000000000000000gh,0000000000000000007a,238,939,,http://www.crtm.es,1,,,1
0000000000000000008v,0000000000000000006b,0000000000000000007v,000000000000000000ex,143,198,,http://www.crtm.es,2,,,2
00000000000000000020,0000000000000000002c,00000000000000000087,0000000000000000003i,700,103,,http://www.crtm.es,0,,,0
000000000000000000cp,0000000000000000004m,000000000000000000gv,0000000000000000006x,47,660,,http://www.crtm.es,1,,,1
0000000000000000009l,0000000000000000007s,000000000000000000hz,000000000000000000bo,222,7,,http://www.crtm.es,2,,,2
0000000000000000009h,00000000000000000061,000000000000000000iu,000000000000000000av,736,182,,http://www.crtm.es,0,,,0
0000000000000000002x,0000000000000000007t,000000000000000000d7,00000000000000000024,983,696,,http://www.crtm.es,1,,,1
000000000000000000xt,0000000000000000006r,0000000000000000006q,000000000000000000b0,342,943,,http://www.crtm.es,2,,,2
000000000000000000bf,0000000000000000007c,0000000000000000006m,0000000000000000005q,829,302,,http://www.crtm.es,0,,,0
000000000000000000cm,00000000000000000017,0000000000000000003q,0000000000000000008n,374,789,,http://www.crtm.es,1,,,1
000000000000000000dt,00000000000000000031,000000000000000000cp,0000000000000000000e,652,334,,http://www.crtm.es,2,,,2
000000000000000000mx,0000000000000000000r,0000000000000000004y,000000000000000000a4,817,612,,http://www.crtm.es,0,,,0
000000000000000000tx,0000000000000000002i,000000000000000000gg,000000000000000000an,62,777,,http://www.crtm.es,1,,,1
000000000000000000ut,0000000000000000006d,00000000000000000075,000000000000000000gs,612,22,,http://www.crtm.es,2,,,2
0000000000000000002b,00000000000000000003,000000000000000000hg,000000000000000000ft,786,572,,http://www.crtm.es,0,,,0
000000000000000000ey,00000000000000000026,00000000000000000054,0000000000000000005z,265,746,,http://www.crtm.es,1,,,1
0000000000000000000c,0000000000000000000a,0000000000000000007p,000000000000000000f5,845,225,,http://www.crtm.es,2,,,2
000000000000000000jo,00000000000000000078,0000000000000000003v,00000000000000000018,790,805,,http://www.crtm.es,0,,,0
000000000000000000bt,0000000000000000005e,000000000000000000gb,0000000000000000003r,369,750,,http://www.crtm.es,1,,,1
000000000000000000dg,0000000000000000002t,0000000000000000003j,000000000000000000df,522,329,,http://www.crtm.es,2,,,2
0000000000000000006i,0000000000000000003x,0000000000000000007n,000000000000000000ci,464,482,,http://www.crtm.es,0,,,0
000000000000000000jd,00000000000000000034,0000000000000000002f,000000000000000000gp,974,424,,http://www.crtm.es,1,,,1
000000000000000000uf,00000000000000000011,0000000000000000006s,000000000000000000dn,108,934,,http://www.crtm.es,2,,,2
000000000000000000yv,0000000000000000001z,00000000000000000082,0000000000000000003s,799,68,,http://www.crtm.es,0,,,0
0000000000000000009m,00000000000000000063,000000000000000000d9,000000000000000000e5,603,759,,http://www.crtm.es,1,,,1
000000000000000000b4,00000000000000000027,00000000000000000086,00000000000000000039,552,563,,http://www.crtm.es,2,,,2
000000000000000000mw,00000000000000000010,000000000000000000g5,0000000000000000000f,235,512,,http://www.crtm.es,0,,,0
000000000000000000tg,0000000000000000003c,00000000000000000073,000000000000000000au,65,195,,http://www.crtm.es,1,,,1
000000000000000000i8,0000000000000000002l,000000000000000000g0,0000000000000000001e,690,25,,http://www.crtm.es,2,,,2
000000000000000000bd,0000000000000000005n,000000000000000000db,00000000000000000083,796,650,,http://www.crtm.es,0,,,0
000000000000000000yt,0000000000000000006h,0000000000000000009m,000000000000000000dz,525,756,,http://www.crtm.es,1,,,1
000000000000000000l0,00000000000000000004,0000000000000000001h,000000000000000000e1,542,485,,http://www.crtm.es,2,,,2
00000000000000000002,0000000000000000002w,000000000000000000a9,0000000000000000000d,984,502,,http://www.crtm.es,0,,,0
0000000000000000003a,0000000000000000003u,000000000000000000e9,0000000000000000009e,368,944,,http://www.crtm.es,1,,,1
000000000000000000d3,00000000000000000058,00000000000000000065,000000000000000000cm,496,328,,http://www.crtm.es,2,,,2
000000000000000000ry,00000000000000000053,000000000000000000jh,0000000000000000004o,797,456,,http://www.crtm.es,0,,,0
00000000000000000013,0000000000000000003p,0000000000000000001s,00000000000000000098,551,757,,http://www.crtm.es,1,,,1
000000000000000000ch,0000000000000000002z,000000000000000000i7,000000000000000000fk,209,511,,http://www.crtm.es,2,,,2
000000000000000000ii,0000000000000000001c,000000000000000000gn,000000000000000000c2,398,169,,http://www.crtm.es,0,,,0
000000000000000000td,0000000000000000006n,000000000000000000c7,00000000000000000055,267,358,,http://www.crtm.es,1,,,1
000000000000000000xq,0000000000000000004g,0000000000000000008r,000000000000000000fm,897,227,,http://www.crtm.es,2,,,2
0000000000000000005z,0000000000000000003g,0000000000000000003a,000000000000000000di,124,857,,http://www.crtm.es,0,,,0
0000000000000000006c,0000000000000000005h,00000000000000000015,000000000000000000eo,206,84,,http://www.crtm.es,1,,,1
000000000000000000lz,00000000000000000025,0000000000000000001l,0000000000000000009v,320,166,,http://www.crtm.es,2,,,2
000000000000000000vz,0000000000000000007v,000000000000000000d5,00000000000000000045,257,280,,http://www.crtm.es,0,,,0
000000000000000000bi,0000000000000000006q,0000000000000000005a,000000000000000000d1,637,217,,http://www.crtm.es,1,,,1
0000000000000000003i,0000000000000000006m,00000000000000000089,0000000000000000002e,427,597,,http://www.crtm.es,2,,,2
00000000000000000033,0000000000000000003q,000000000000000000ib,00000000000000000062,321,387,,http://www.crtm.es,0,,,0
000000000000000000v7,0000000000000000004y,000000000000000000eb,0000000000000000001i,283,281,,http://www.crtm.es,1,,,1
0000000000000000009w,00000000000000000075,0000000000000000007l,000000000000000000az,304,243,,http://www.crtm.es,2,,,2
000000000000000000ri,00000000000000000054,0000000000000000000z,00000000000000000050,850,264,,http://www.crtm.es,0,,,0
00000000000000000012,0000000000000000007p,000000000000000000cl,000000000000000000go,920,810,,http://www.crtm.es,1,,,1
000000000000000000s8,0000000000000000003v,000000000000000000iv,000000000000000000cx,722,880,,http://www.crtm.es,2,,,2
000000000000000000j7,0000000000000000003j,000000000000000000dx,000000000000000000f1,619,682,,http://www.crtm.es,0,,,0
000000000000000000kl,0000000000000000007n,000000000000000000id,000000000000000000cq,968,579,,http://www.crtm.es,1,,,1
000000000000000000wx,0000000000000000002f,0000000000000000000x,00000000000000000006,961,928,,http://www.crtm.es,2,,,2
000000000000000000e6,0000000000000000006s,00000000000000000032,0000000000000000004c,779,921,,http://www.crtm.es,0,,,0
0000000000000000001x,00000000000000000073,000000000000000000jj,0000000000000000000k,83,739,,http://www.crtm.es,1,,,1
0000000000000000000l,0000000000000000001h,00000000000000000038,000000000000000000eg,149,43,,http://www.crtm.es,2,,,2
000000000000000000yf,00000000000000000065,000000000000000000ho,000000000000000000b7,856,109,,http://www.crtm.es,0,,,0
000000000000000000fg,0000000000000000001s,000000000000000000aw,000000000000000000as,67,816,,http://www.crtm.es,1,,,1
000000000000000000nj,0000000000000000003a,0000000000000000002u,0000000000000000004j,742,27,,http://www.crtm.es,2,,,2
000000000000000000n7,00000000000000000015,000000000000000000hm,0000000000000000005m,130,702,,http://www.crtm.es,0,,,0
000000000000000000dc,0000000000000000001l,0000000000000000009g,0000000000000000005r,362,90,,http://www.crtm.es,1,00000000000000000033,,1
000000000000000000jg,0000000000000000005a,000000000000000000f2,0000000000000000009d,340,322,,http://www.crtm.es,2,00000000000000000037,,2
000000000000000000vw,0000000000000000007l,0000000000000000003h,0000000000000000007u,777,300,,http://www.crtm.es,0,0000000000000000001b,,0
0000000000000000004l,0000000000000000000z,00000000000000000067,0000000000000000007h,815,737,,http://www.crtm.es,1,0000000000000000005x,,1
000000000000000000w5,0000000000000000000x,000000000000000000bb,00000000000000000068,269,775,,http://www.crtm.es,2,0000000000000000004s,,2
0000000000000000002d,00000000000000000032,000000000000000000do,00000000000000000022,949,229,,http://www.crtm.es,0,0000000000000000006l,,0
000000000000000000lp,00000000000000000038,000000000000000000j0,000000000000000000g7,467,909,,http://www.crtm.es,1,00000000000000000030,,1
000000000000000000k2,0000000000000000002u,000000000000000000hj,0000000000000000000n,43,427,,http://www.crtm.es,2,0000000000000000005b,,2
00000000000000000063,0000000000000000003h,0000000000000000007a,000000000000000000gm,118,3,,http://www.crtm.es,0,00000000000000000021,,0
0000000000000000006z,00000000000000000067,000000000000000000ex,000000000000000000bh,50,78,,http://www.crtm.es,1,0000000000000000000c,,1
00000000000000000028,0000000000000000007a,0000000000000000003i,0000000000000000003y,300,10,,http://www.crtm.es,2,00000000000000000014,,2
000000000000000000lr,0000000000000000003i,0000000000000000006x,0000000000000000003t,746,260,,http://www.crtm.es,0,0000000000000000000v,,0
0000000000000000005w,0000000000000000006x,000000000000000000bo,000000000000000000ev,234,706,,http://www.crtm.es,1,00000000000000000044,,1
000000000000000000n9,00000000000000000024,000000000000000000av,000000000000000000c6,373,194,,http://www.crtm.es,2,0000000000000000004d,,2
00000000000000000076,0000000000000000005q,00000000000000000024,00000000000000000081,626,333,,http://www.crtm.es,0,0000000000000000001a,,0
000000000000000000jx,0000000000000000000e,000000000000000000b0,000000000000000000cj,141,586,,http://www.crtm.es,1,00000000000000000057,,1
000000000000000000as,0000000000000000005z,0000000000000000005q,0000000000000000004e,648,101,,http://www.crtm.es,2,0000000000000000001p,,2
000000000000000000b3,00000000000000000018,0000000000000000008n,00000000000000000020,713,608,,http://www.crtm.es,0,00000000000000000040,,0
000000000000000000id,0000000000000000003r,0000000000000000000e,0000000000000000006o,385,673,,http://www.crtm.es,1,0000000000000000006f,,1
000000000000000000fh,0000000000000000003s,000000000000000000a4,00000000000000000056,938,345,,http://www.crtm.es,2,0000000000000000000g,,2
000000000000000000f7,00000000000000000039,000000000000000000an,000000000000000000ap,181,898,,http://www.crtm.es,0,0000000000000000006a,,0
000000000000000000qb,0000000000000000000f,000000000000000000gs,000000000000000000ba,679,141,,http://www.crtm.es,1,0000000000000000000t,,1
000000000000000000gk,0000000000000000001e,000000000000000000ft,000000000000000000cy,510,639,,http://www.crtm.es,2,0000000000000000004f,,2
00000000000000000078,0000000000000000000d,000000000000000000ik,00000000000000000008,152,470,,http://www.crtm.es,0,0000000000000000002q,,0
000000000000000000x0,0000000000000000004o,0000000000000000005z,0000000000000000005s,934,112,,http://www.crtm.es,1,0000000000000000002d,,1
00000000000000000017,00000000000000000055,000000000000000000f5,000000000000000000a3,77,894,,http://www.crtm.es,2,0000000000000000005c,,2
000000000000000000j5,00000000000000000045,00000000000000000018,0000000000000000009x,836,37,,http://www.crtm.es,0,0000000000000000003f,,0
000000000000000000hb,0000000000000000002e,0000000000000000003r,0000000000000000005l,556,796,,http://www.crtm.es,1,0000000000000000004r,,1
000000000000000000z1,00000000000000000062,000000000000000000df,00000000000000000051,339,516,,http://www.crtm.es,2,0000000000000000002x,,2
000000000000000000wn,0000000000000000001i,000000000000000000ci,0000000000000000007f,751,299,,http://www.crtm.es,0,0000000000000000000j,,0
000000000000000000h0,00000000000000000050,000000000000000000gp,0000000000000000007o,364,711,,http://www.crtm.es,1,0000000000000000002r,,1
000000000000000000r1,00000000000000000006,000000000000000000dn,00000000000000000035,392,324,,http://www.crtm.es,2,0000000000000000002j,,2
000000000000000000ru,0000000000000000004c,000000000000000000ia,000000000000000000ag,111,352,,http://www.crtm.es,0,00000000000000000047,,0
000000000000000000cv,0000000000000000000k,0000000000000000003s,000000000000000000a6,877,71,,http://www.crtm.es,1,0000000000000000004n,,1
000000000000000000g0,0000000000000000004j,000000000000000000e5,000000000000000000c3,613,837,,http://www.crtm.es,2,0000000000000000000b,,2
000000000000000000aq,0000000000000000005m,00000000000000000039,0000000000000000005v,812,573,,http://www.crtm.es,0,0000000000000000005w,,0
000000000000000000nc,0000000000000000005r,0000000000000000000f,000000000000000000c9,941,772,,http://www.crtm.es,1,0000000000000000000y,,1
000000000000000000y1,0000000000000000007u,000000000000000000au,000000000000000000a7,259,901,,http://www.crtm.es,2,0000000000000000004k,,2
000000000000000000yj,0000000000000000007h,0000000000000000001e,000000000000000000ct,689,219,,http://www.crtm.es,0,0000000000000000006c,,0
0000000000000000005i,00000000000000000068,00000000000000000083,0000000000000000007e,770,649,,http://www.crtm.es,1,0000000000000000004z,,1
000000000000000000nh,00000000000000000022,000000000000000000dz,0000000000000000005y,858,730,,http://www.crtm.es,2,00000000000000000016,,2
000000000000000000kk,0000000000000000000n,000000000000000000i8,000000000000000000ef,119,818,,http://www.crtm.es,0,0000000000000000002b,,0
000000000000000000k5,0000000000000000003y,000000000000000000e1,000000000000000000ah,76,79,,http://www.crtm.es,1,0000000000000000003w,,1
0000000000000000006l,0000000000000000003t,0000000000000000000d,000000000000000000g8,976,36,,http://www.crtm.es,2,0000000000000000003o,,2
000000000000000000lj,00000000000000000081,0000000000000000009e,0000000000000000001d,160,936,,http://www.crtm.es,0,00000000000000000019,,0
000000000000000000x1,0000000000000000004e,000000000000000000cm,0000000000000000007d,133,120,,http://www.crtm.es,1,0000000000000000004h,,1
0000000000000000002u,00000000000000000020,000000000000000000jl,000000000000000000f7,440,93,,http://www.crtm.es,2,00000000000000000046,,2
000000000000000000yx,0000000000000000006o,0000000000000000004o,0000000000000000002o,350,400,,http://www.crtm.es,0,00000000000000000013,,0
000000000000000000mp,00000000000000000056,00000000000000000098,000000000000000000da,737,310,,http://www.crtm.es,1,00000000000000000005,,1
000000000000000000ig,00000000000000000008,000000000000000000fk,0000000000000000008w,243,697,,http://www.crtm.es,2,0000000000000000003m,,2
0000000000000000004n,0000000000000000005s,000000000000000000c2,0000000000000000006w,273,203,,http://www.crtm.es,0,0000000000000000002p,,0
000000000000000000pl,0000000000000000005l,00000000000000000055,000000000000000000ay,44,233,,http://www.crtm.es,1,0000000000000000006j,,1
0000000000000000002o,00000000000000000051,000000000000000000fm,0000000000000000004a,144,4,,http://www.crtm.es,2,0000000000000000001k,,2
000000000000000000cs,0000000000000000007f,000000000000000000di,0000000000000000004x,726,104,,http://www.crtm.es,0,0000000000000000004i,,0
0000000000000000003w,0000000000000000007o,000000000000000000eo,000000000000000000fq,723,686,,http://www.crtm.es,1,0000000000000000004w,,1
000000000000000000xv,00000000000000000035,000000000000000000gz,000000000000000000ge,645,683,,http://www.crtm.es,2,0000000000000000000i,,2
000000000000000000ab,0000000000000000005v,0000000000000000009v,0000000000000000005p,635,605,,http://www.crtm.es,0,0000000000000000001o,,0
000000000000000000f8,0000000000000000007e,00000000000000000045,0000000000000000007x,375,595,,http://www.crtm.es,1,0000000000000000005k,,1
000000000000000000qm,0000000000000000005y,000000000000000000d1,0000000000000000009n,678,335,,http://www.crtm.es,2,0000000000000000004b,,2
000000000000000000iv,0000000000000000001d,0000000000000000002e,000000000000000000dg,484,638,,http://www.crtm.es,0,00000000000000000002,,0
0000000000000000000x,0000000000000000007d,00000000000000000062,000000000000000000d8,485,444,,http://www.crtm.es,1,0000000000000000001g,,1
000000000000000000jh,0000000000000000002o,000000000000000000hb,0000000000000000007g,511,445,,http://www.crtm.es,2,00000000000000000066,,2
0000000000000000008p,0000000000000000006w,0000000000000000001i,000000000000000000fh,178,471,,http://www.crtm.es,0,0000000000000000001x,,0
000000000000000000q1,0000000000000000004a,000000000000000000az,0000000000000000009w,601,138,,http://www.crtm.es,1,0000000000000000006e,,1
000000000000000000ra,0000000000000000004x,00000000000000000050,0000000000000000004v,500,561,,http://www.crtm.es,2,0000000000000000002m,,2
000000000000000000uk,0000000000000000005p,000000000000000000hw,000000000000000000ea,901,460,,http://www.crtm.es,0,00000000000000000060,,0
0000000000000000000h,0000000000000000007x,000000000000000000go,0000000000000000006v,228,861,,http://www.crtm.es,1,00000000000000000042,,1
000000000000000000rv,0000000000000000007g,000000000000000000cx,000000000000000000a8,892,188,,http://www.crtm.es,2,0000000000000000005t,,2
000000000000000000sy,0000000000000000004v,000000000000000000f1,000000000000000000dj,862,852,,http://www.crtm.es,0,0000000000000000000o,,0
000000000000000000ea,0000000000000000006v,000000000000000000cq,000000000000000000fe,223,822,,http://www.crtm.es,1,00000000000000000028,,1
0000000000000000008h,0000000000000000007q,00000000000000000006,0000000000000000007q,762,183,,http://www.crtm.es,2,0000000000000000001q,,2
000000000000000000qr,0000000000000000004l,0000000000000000004c,0000000000000000004l,650,722,,http://www.crtm.es,0,0000000000000000003d,,0
0000000000000000000g,00000000000000000072,0000000000000000000k,00000000000000000072,765,610,,http://www.crtm.es,1,0000000000000000003b,,1
000000000000000000q8,0000000000000000004u,000000000000000000eg,000000000000000000fa,728,725,,http://www.crtm.es,2,0000000000000000001v,,2
0000000000000000008o,00000000000000000049,000000000000000000b7,0000000000000000004u,775,688,,http://www.crtm.es,0,0000000000000000002h,,0
000000000000000000sz,0000000000000000003z,000000000000000000as,000000000000000000dk,988,735,,http://www.crtm.es,1,0000000000000000002k,,1
000000000000000000cn,0000000000000000002y,000000000000000000ii,000000000000000000g4,472,948,,http://www.crtm.es,2,0000000000000000003e,,2
000000000000000000ax,0000000000000000000h,0000000000000000004j,000000000000000000gc,173,432,,http://www.crtm.es,0,00000000000000000041,,0
000000000000000000tr,0000000000000000003k,0000000000000000005m,00000000000000000049,471,133,,http://www.crtm.es,1,00000000000000000043,,1
000000000000000000b9,00000000000000000059,0000000000000000005r,000000000000000000e6,147,431,,http://www.crtm.es,2,0000000000000000004t,,2
0000000000000000008n,0000000000000000006k,0000000000000000009d,0000000000000000003z,804,107,,http://www.crtm.es,0,0000000000000000000w,,0
000000000000000000lm,0000000000000000002a,000000000000000000j6,0000000000000000002y,733,764,,http://www.crtm.es,1,0000000000000000001n,,1
000000000000000000hf,00000000000000000036,0000000000000000007u,0000000000000000000h,905,693,,http://www.crtm.es,2,0000000000000000002n,,2
000000000000000000th,0000000000000000000l,0000000000000000007h,000000000000000000ca,332,865,,http://www.crtm.es,0,0000000000000000001j,,0
000000000000000000l2,0000000000000000001y,00000000000000000068,000000000000000000ax,569,292,,http://www.crtm.es,1,0000000000000000001m,,1
000000000000000000s0,0000000000000000001u,00000000000000000022,0000000000000000003k,677,529,,http://www.crtm.es,2,0000000000000000005g,,2
000000000000000000hg,00000000000000000064,000000000000000000g7,0000000000000000008d,458,637,,http://www.crtm.es,0,0000000000000000001f,,0
0000000000000000001g,0000000000000000006g,0000000000000000000n,00000000000000000059,818,418,,http://www.crtm.es,1,0000000000000000004q,,1
000000000000000000om,0000000000000000007b,000000000000000000gm,0000000000000000006k,88,778,,http://www.crtm.es,2,0000000000000000003n,,2
0000000000000000008z,0000000000000000005o,000000000000000000bh,0000000000000000002a,279,48,,http://www.crtm.es,0,0000000000000000001r,,0
000000000000000000s6,00000000000000000077,000000000000000000i0,00000000000000000036,200,239,,http://www.crtm.es,1,0000000000000000005u,,1
000000000000000000oo,00000000000000000023,000000000000000000jk,000000000000000000ak,164,160,,http://www.crtm.es,2,00000000000000000012,,2
000000000000000000o6,0000000000000000006y,0000000000000000003y,000000000000000000gi,237,124,,http://www.crtm.es,0,0000000000000000005i,,0
000000000000000000pu,00000000000000000071,000000000000000000ih,0000000000000000008l,117,197,,http://www.crtm.es,1,0000000000000000002v,,1
0000000000000000006j,0000000000000000001t,0000000000000000003t,0000000000000000000l,633,77,,http://www.crtm.es,2,00000000000000000007,,2
0000000000000000008g,00000000000000000070,000000000000000000ev,000000000000000000f6,323,593,,http://www.crtm.es,0,00000000000000000052,,0
000000000000000000r2,00000000000000000048,000000000000000000c6,0000000000000000001y,335,283,,http://www.crtm.es,1,0000000000000000000m,,1
000000000000000000py,0000000000000000000s,00000000000000000081,0000000000000000009p,647,295,,http://www.crtm.es,2,00000000000000000069,,2
000000000000000000r7,0000000000000000005j,000000000000000000cj,0000000000000000008p,687,607,,http://www.crtm.es,0,0000000000000000001w,,0
000000000000000000wa,0000000000000000003l,000000000000000000hf,0000000000000000001u,718,647,,http://www.crtm.es,1,0000000000000000005f,,1
000000000000000000fc,00000000000000000029,0000000000000000004e,00000000000000000064,515,678,,http://www.crtm.es,2,0000000000000000000p,,2
0000000000000000004o,0000000000000000002g,00000000000000000020,000000000000000000b1,282,475,,http://www.crtm.es,0,0000000000000000004p,,0
000000000000000000md,0000000000000000007i,0000000000000000006o,0000000000000000006g,278,242,,http://www.crtm.es,1,0000000000000000006b,,1
0000000000000000006t,0000000000000000005d,00000000000000000056,000000000000000000c5,174,238,,http://www.crtm.es,2,0000000000000000002c,,2
000000000000000000l1,0000000000000000007k,000000000000000000h8,0000000000000000007b,497,134,,http://www.crtm.es,0,0000000000000000004m,,0
000000000000000000qn,00000000000000000009,000000000000000000ap,0000000000000000005o,823,457,,http://www.crtm.es,1,00000000000000000061,,1
000000000000000000j3,0000000000000000006i,000000000000000000ba,00000000000000000077,218,783,,http://www.crtm.es,2,00000000000000000017,,2
000000000000000000e1,0000000000000000000u,000000000000000000cy,000000000000000000en,632,178,,http://www.crtm.es,0,00000000000000000031,,0
0000000000000000009b,0000000000000000002s,00000000000000000008,000000000000000000g9,297,592,,http://www.crtm.es,1,0000000000000000000r,,1
0000000000000000004p,00000000000000000001,0000000000000000005s,00000000000000000023,668,257,,http://www.crtm.es,2,0000000000000000002i,,2
00000000000000000044,0000000000000000000q,000000000000000000a3,0000000000000000006y,224,628,,http://www.crtm.es,0,0000000000000000006d,,0
00000000000000000041,00000000000000000033,0000000000000000009x,000000000000000000ce,788,184,,http://www.crtm.es,1,00000000000000000003,,1
0000000000000000004b,00000000000000000037,0000000000000000005l,000000000000000000dt,317,748,,http://www.crtm.es,2,00000000000000000026,,2
000000000000000000hv,0000000000000000001b,00000000000000000051,0000000000000000009z,179,277,,http://www.crtm.es,0,0000000000000000000a,,0
000000000000000000rg,0000000000000000005x,000000000000000000im,00000000000000000071,627,139,,http://www.crtm.es,1,0000000000000000005e,,1
000000000000000000a6,0000000000000000004s,0000000000000000007f,000000000000000000ek,167,587,,http://www.crtm.es,2,0000000000000000002t,,2
0000000000000000009p,0000000000000000006l,0000000000000000007o,000000000000000000e3,315,127,,http://www.crtm.es,0,0000000000000000003x,,0
000000000000000000g1,00000000000000000030,00000000000000000035,0000000000000000001t,127,275,,http://www.crtm.es,1,00000000000000000034,,1
000000000000000000lx,0000000000000000007r,000000000000000000ag,000000000000000000fd,284,87,,http://www.crtm.es,2,00000000000000000011,,2
000000000000000000iw,0000000000000000005b,000000000000000000jb,00000000000000000070,330,244,,http://www.crtm.es,0,0000000000000000001z,,0
0000000000000000002k,00000000000000000021,000000000000000000hn,000000000000000000du,517,290,,http://www.crtm.es,1,00000000000000000063,,1
0000000000000000000s,0000000000000000000c,000000000000000000a6,00000000000000000048,334,477,,http://www.crtm.es,2,00000000000000000027,,2
000000000000000000af,00000000000000000014,000000000000000000c3,000000000000000000bg,621,294,,http://www.crtm.es,0,00000000000000000010,,0
000000000000000000f6,0000000000000000000v,0000000000000000005v,0000000000000000000s,295,581,,http://www.crtm.es,1,0000000000000000003c,,1
000000000000000000ub,00000000000000000044,000000000000000000c9,0000000000000000005j,616,255,,http://www.crtm.es,2,0000000000000000002l,,2
000000000000000000hs,0000000000000000004d,000000000000000000a7,0000000000000000003l,890,576,,http://www.crtm.es,0,0000000000000000005n,,0
000000000000000000h3,0000000000000000001a,000000000000000000ct,00000000000000000093,951,850,,http://www.crtm.es,1,0000000000000000006h,,1
000000000000000000dd,00000000000000000057,0000000000000000007e,000000000000000000by,519,911,,http://www.crtm.es,2,00000000000000000004,,2
000000000000000000x3,0000000000000000007z,0000000000000000005y,00000000000000000029,386,479,,http://www.crtm.es,0,0000000000000000002w,,0
00000000000000000064,0000000000000000007w,000000000000000000ef,0000000000000000002g,964,346,,http://www.crtm.es,1,0000000000000000003u,,1
000000000000000000di,0000000000000000007m,000000000000000000ah,0000000000000000007i,857,924,,http://www.crtm.es,2,00000000000000000058,,2
000000000000000000g7,0000000000000000001p,000000000000000000g8,0000000000000000005d,93,817,,http://www.crtm.es,0,00000000000000000053,,0
000000000000000000tn,0000000000000000006t,0000000000000000001d,0000000000000000008j,409,53,,http://www.crtm.es,1,0000000000000000003p,,1
0000000000000000001p,00000000000000000040,0000000000000000007d,0000000000000000007k,553,369,,http://www.crtm.es,2,0000000000000000002z,,2
000000000000000000ie,0000000000000000006f,000000000000000000f7,00000000000000000009,261,513,,http://www.crtm.es,0,0000000000000000001c,,0
000000000000000000uj,0000000000000000000g,0000000000000000002o,0000000000000000006i,741,221,,http://www.crtm.es,1,0000000000000000006n,,1
0000000000000000008b,0000000000000000006a,000000000000000000da,0000000000000000000u,104,701,,http://www.crtm.es,2,0000000000000000004g,,2
0000000000000000002j,00000000000000000079,0000000000000000008w,0000000000000000002s,695,64,,http://www.crtm.es,0,0000000000000000003g,,0
000000000000000000np,0000000000000000000t,0000000000000000006w,000000000000000000g6,926,655,,http://www.crtm.es,1,0000000000000000005h,,1
00000000000000000084,0000000000000000004f,000000000000000000ay,0000000000000000008f,878,886,,http://www.crtm.es,2,00000000000000000025,,2
000000000000000000mz,0000000000000000002q,0000000000000000004a,00000000000000000001,639,838,,http://www.crtm.es,0,0000000000000000006m,,0
000000000000000000t0,0000000000000000002d,0000000000000000004x,0000000000000000000q,479,599,,http://www.crtm.es,1,0000000000000000003q,,1
000000000000000000v0,0000000000000000005c,000000000000000000fq,000000000000000000br,355,439,,http://www.crtm.es,2,0000000000000000004y,,2
0000000000000000009k,0000000000000000003f,000000000000000000ge,000000000000000000b5,158,315,,http://www.crtm.es,0,00000000000000000054,,0
0000000000000000007u,0000000000000000004r,0000000000000000005p,0000000000000000009c,81,118,,http://www.crtm.es,1,0000000000000000003v,,1
